date,granule_id,title,type,text
ID but not the power to require it. This shouldn't be controversial. 
Requiring proof of citizenship to register and a valid voter ID is as 
common sense as it gets.
  Mr. Speaker, American elections are for American citizens. I urge a 
``yes'' vote on the SAVE America Act.
  Mr. MORELLE. Mr. Speaker, may I inquire as to how much time is 
remaining.
  The SPEAKER pro tempore. The gentleman from New York has 8\1/2\ 
minutes remaining.
  Mr. MORELLE. Mr. Speaker, I yield myself such time as I may consume.
  Mr. Speaker, I do want to just correct one thing. We certainly care 
about States' rights. We understand what the Constitution says. What I 
am really concerned about is people's rights.
  Every American should understand this. I am going to say this again. 
The SAVE America Act requires States to surrender to DHS every 
American's entire information on the voter rolls. This is their private 
and personal voter information.
  The SAVE America Act is a clear attempt to nationalize elections by 
involving Kristi Noem and the Department of Homeland Security, the 
rogue department, into our elections.
  I would ask people to go up and down their streets. Knock on doors. 
Ask how many of their neighbors think that is a good idea.
  Mr. Speaker, I yield 2\1/2\ minutes to the gentlewoman from 
Massachusetts (Ms. Clark), the Democratic whip.
  Ms. CLARK of Massachusetts. Mr. Speaker, let's be clear here. 
Republicans aren't worried about noncitizens voting. They are afraid of 
actual American citizens voting. Why? It is because they are losing.
  Among women they are losing by 10 points in the upcoming midterms 
because losing is what happens when my colleagues tell people they are 
going to tackle the high cost of living, and they turn around and hike 
their healthcare premiums. They hike grocery costs. Also, billionaires 
can weasel out of paying their fair share.
  They are trying to say this is a voter ID bill. That is not what is 
happening here.
  Let's just look at a typical mom. My colleagues on the other side of 
the aisle must know some working mothers.
  The ones I hear from across my district and across this country are 
struggling to put food on the table for their kids. They work two jobs 
to try and make ends meet. They are trying to juggle getting their kids 
to school and maybe catch an occasional game. They fear they will never 
find childcare they can afford. They pray nobody in the family gets 
sick because they can't afford a doctor either.

                              {time}  1400

  Mr. Speaker, Republicans are going to say to those women that because 
they got married and changed their names, they have to go down to a 
clerk and prove that they are citizens, sign affidavits, and do this in 
person.
  This is a minefield of red tape that the majority has put in front of 
women and American citizens and their right to vote.
  Thanks to the gentlewoman from South Carolina (Ms. Mace), the so-
called champion of women and safe places, this bill will now go into 
effect immediately, which means that primaries that are weeks from now, 
all of these people are going to be met with the fact that they didn't 
have time or know that they had to prove their citizenship.

[[Page H2148]]

  Good luck voting, ladies.
  As a kicker, the bill mandates that every State turn over their voter 
rolls to DHS and Kristi Noem.
  Mr. Speaker, this bill is an outrage. This is election rigging. This 
is voter suppression.
  The American people aren't going to stand for it, and nobody should 
vote for it.
  Mr. STEIL. Mr. Speaker, I yield 1\1/2\ minutes to the gentlewoman 
from Wyoming (Ms. Hageman).
  Ms. HAGEMAN. Mr. Speaker, I rise today in strong support of S. 1383, 
the SAVE America Act, which I am proud to cosponsor and hope will pass 
the House floor today.
  I also note that I think it is shockingly racist and sexist for my 
colleagues on the other side to believe that we are not smart enough to 
figure out how to get IDs. I can assure my colleagues that we are, even 
if we get married.
  The SAVE America Act requires individuals to provide documented proof 
of U.S. citizenship along with a valid photo ID when registering to 
vote. This commonsense legislation strengthens election integrity 
through practical measures, including voter ID requirements and 
safeguards to prevent noncitizens from voting.
  The SAVE America Act is particularly important as we continue to 
address the consequences of the Biden-Harris border crisis, which led 
to millions of individuals entering the country unlawfully.
  Secure elections are fundamental to maintaining public confidence in 
our democratic process. The State of Wyoming has already taken steps to 
implement many of the reforms outlined in this bill, demonstrating that 
securing our elections must be a national priority.
  I thank the bill's sponsors, Representative Roy and Senator Lee, as 
well as Chairman Steil, for their leadership on this critical issue.
  Mr. Speaker, I urge my colleagues to join me in voting in favor of 
